set_name,english_release_date,card_number,card_name,rarity
Secret Wonders,2007-11-07,57,Nidorino,
Secret Wonders,2007-11-07,58,Pidgeotto,
Secret Wonders,2007-11-07,59,Pinsir,
Secret Wonders,2007-11-07,60,Quagsire,
Secret Wonders,2007-11-07,61,Raticate,
Secret Wonders,2007-11-07,62,Roselia,
Secret Wonders,2007-11-07,63,Sableye,
Secret Wonders,2007-11-07,64,Shelgon,
Secret Wonders,2007-11-07,65,Skiploom,
Secret Wonders,2007-11-07,66,Smeargle,
Secret Wonders,2007-11-07,67,Smoochum,
Secret Wonders,2007-11-07,68,Unown K,
Secret Wonders,2007-11-07,69,Unown N,
Secret Wonders,2007-11-07,70,Unown O,
Secret Wonders,2007-11-07,71,Unown X,
Secret Wonders,2007-11-07,72,Unown Z,
Secret Wonders,2007-11-07,73,Venomoth,
Secret Wonders,2007-11-07,74,Vibrava,
Secret Wonders,2007-11-07,75,Wartortle,
Secret Wonders,2007-11-07,76,Bagon,
Secret Wonders,2007-11-07,77,Bulbasaur,
Secret Wonders,2007-11-07,78,Burmy Plant Cloak,
Secret Wonders,2007-11-07,79,Burmy Sandy Cloak,
Secret Wonders,2007-11-07,80,Burmy Trash Cloak,
Secret Wonders,2007-11-07,81,Carvanha,
Secret Wonders,2007-11-07,82,Charmander,
Secret Wonders,2007-11-07,83,Clefairy,
Secret Wonders,2007-11-07,84,Corsola,
Secret Wonders,2007-11-07,85,Diglett,
Secret Wonders,2007-11-07,86,Duskull,
Secret Wonders,2007-11-07,87,Electabuzz,
Secret Wonders,2007-11-07,88,Grimer,
Secret Wonders,2007-11-07,89,Growlithe,
Secret Wonders,2007-11-07,90,Hoppip,
Secret Wonders,2007-11-07,91,Lickitung,
Secret Wonders,2007-11-07,92,Lotad,
Secret Wonders,2007-11-07,93,Magmar,
Secret Wonders,2007-11-07,94,Mareep,
Secret Wonders,2007-11-07,95,Murkrow,
Secret Wonders,2007-11-07,96,Natu,
Secret Wonders,2007-11-07,97,Nidoran M,
Secret Wonders,2007-11-07,98,Phanpy,
Secret Wonders,2007-11-07,99,Pidgey,
Secret Wonders,2007-11-07,100,Psyduck,
Secret Wonders,2007-11-07,101,Qwilfish,
Secret Wonders,2007-11-07,102,Ralts,
Secret Wonders,2007-11-07,103,Rattata,
Secret Wonders,2007-11-07,104,Sentret,
Secret Wonders,2007-11-07,105,Shellder,
Secret Wonders,2007-11-07,106,Shellos East Sea,
Secret Wonders,2007-11-07,107,Shellos West Sea,
Secret Wonders,2007-11-07,108,Shroomish,
Secret Wonders,2007-11-07,109,Shuckle,
Secret Wonders,2007-11-07,110,Shuppet,
Secret Wonders,2007-11-07,111,Spinda,
Secret Wonders,2007-11-07,112,Squirtle,
Secret Wonders,2007-11-07,113,Stantler,
Secret Wonders,2007-11-07,114,Sunkern,
Secret Wonders,2007-11-07,115,Trapinch,
Secret Wonders,2007-11-07,116,Venonat,
Secret Wonders,2007-11-07,117,Voltorb,
Secret Wonders,2007-11-07,118,Wooper,
Secret Wonders,2007-11-07,119,Bebe's Search,
Secret Wonders,2007-11-07,120,Night Maintenance,
Secret Wonders,2007-11-07,121,PlusPower,
Secret Wonders,2007-11-07,122,Professor Oak's Visit,
Secret Wonders,2007-11-07,123,Professor Rowan,
Secret Wonders,2007-11-07,124,Rival,
Secret Wonders,2007-11-07,125,Roseanne's Research,
Secret Wonders,2007-11-07,126,Team Galactic's Mars,
Secret Wonders,2007-11-07,127,Potion,
Secret Wonders,2007-11-07,128,Switch,
Secret Wonders,2007-11-07,129,Darkness Energy,
Secret Wonders,2007-11-07,130,Metal Energy,
Secret Wonders,2007-11-07,131,Gardevoir LV. X,
Secret Wonders,2007-11-07,132,Honchkrow LV. X,
