set_name,english_release_date,card_number,card_name,rarity
Mysterious Treasures,2007-08-01,113,Night Maintenance,
Mysterious Treasures,2007-08-01,114,Quick Ball,
Mysterious Treasures,2007-08-01,115,Team Galactic's Wager,
Mysterious Treasures,2007-08-01,116,Armor Fossil,
Mysterious Treasures,2007-08-01,117,Skull Fossil,
Mysterious Treasures,2007-08-01,118,Multi Energy,
Mysterious Treasures,2007-08-01,119,Darkness Energy,
Mysterious Treasures,2007-08-01,120,Metal Energy,
Mysterious Treasures,2007-08-01,121,Electivire LV. X,
Mysterious Treasures,2007-08-01,122,Lucario LV. X,
Mysterious Treasures,2007-08-01,123,Magmortar LV. X,
Mysterious Treasures,2007-08-01,124,Time Space Distortion,
